Filename,Name,Norm_Factor,Skew,Sigma,Norm,Wavelength,PL_Norm,PL_Slope,Fe_UV_Norm,Fe_UV_FWHM,Fe_UV_del,Fe_Opt_Norm,Fe_Opt_FWHM,Fe_Opt_del,Balmer_norm,Balmer_Te,Balmer_tau
example,MgII_br,7.913471636652373e-15,0.0,1057.021430291848,11.499831504124893,2797.9784536954744,1.712800046088079,-1.261514096482056,0.027525312989142948,1882.898326670631,-5.211765930463207e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.913471636652373e-15,0.0,449.77705311322046,8.881784197001252e-16,2798.9041608711204,1.712800046088079,-1.261514096482056,0.027525312989142948,1882.898326670631,-5.211765930463207e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.913471636652373e-15,0.0,2532.42325859651,18.568199243460782,2796.1347190976458,1.712800046088079,-1.261514096482056,0.027525312989142948,1882.898326670631,-5.211765930463207e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.913471636652373e-15,0.0,85.0,0.22947079721078517,2800.5703971007533,1.712800046088079,-1.261514096482056,0.027525312989142948,1882.898326670631,-5.211765930463207e-05,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.935392459877179e-15,0.0,1099.6295006593396,10.935318579852439,2797.1481912356144,1.7103049911695565,-1.2652293660995644,0.027044225968604178,1902.283762332638,-0.00019802502130076928,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.935392459877179e-15,0.0,2460.0112384820272,18.6824799675173,2797.783983717449,1.7103049911695565,-1.2652293660995644,0.027044225968604178,1902.283762332638,-0.00019802502130076928,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.935392459877179e-15,0.0,761.8321548967419,7.105427357601002e-15,2799.1169997793454,1.7103049911695565,-1.2652293660995644,0.027044225968604178,1902.283762332638,-0.00019802502130076928,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_na,7.935392459877179e-15,0.0,248.98722846462246,0.42292922981772896,2801.5964299689854,1.7103049911695565,-1.2652293660995644,0.027044225968604178,1902.283762332638,-0.00019802502130076928,0.0,3000.0,0.0,0.0,10000.0,0.1
example,MgII_br,7.923169415661733e-15,0.0,735.1419978119603,3.291232248234543,2797.698993119217,1.7094460433199918,-1.2756909244225452,0.02743206043146801,1811.5266789904267,-0.0001614467754933743,0.0,3000.0,0.0,0.0,10000.0,0.1
example, ,7.923169415661733e-15,0.0,3045.408019223469,13.101211675520547,2796.9246045030222,1.7094460433199918,-1.2756909244225452,0.02743206043146801,1811.5266789904267,-0.0001614467754933743,0.0,3000.0,0.0,0.0,10000.0,0.1
